Provincia;Latitud;Longitud;Edad Aprox.;Sexo;Motivo Desaparción;Motivo Desaparción Obs.;Fecha Desaparición;Situación Actual;Fecha Localización
AZUAY;-2,76666675;-79,39832383;20;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;01/03/2022;ENCONTRADO;06/03/2022
MORONA SANTIAGO;-2,462674149;-78,16848368;13;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;18/02/2022;ENCONTRADO;03/03/2022
MANABI;-0,9560251;-80,6384944;33;HOMBRE;SIN_DATO;SIN_DATO;20/03/2022;DESAPARECIDO;SIN_DATO
ESMERALDAS;0,872546;-79,834258;20;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;23/02/2022;ENCONTRADO;04/03/2022
CAÑAR;-2,423487334;-79,3425107;19;HOMBRE;SIN_DATO;SIN_DATO;25/01/2022;DESAPARECIDO;SIN_DATO
CHIMBORAZO;-1,686691806;-78,65757999;17;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;28/02/2022;ENCONTRADO;09/03/2022
EL ORO;-3,441149345;-79,94873037;16;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;22/02/2022;ENCONTRADO;04/03/2022
PICHINCHA;-0,273722731;-78,55702068;2;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;26/02/2022;ENCONTRADO;03/03/2022
CHIMBORAZO;-1,6650227;-78,6588786;29;HOMBRE;PROBLEMA ECÓNOMICOS;DEUDAS;14/02/2022;ENCONTRADO;02/03/2022
PICHINCHA;-0,273722731;-78,55702068;24;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;26/02/2022;ENCONTRADO;03/03/2022
PASTAZA;-1,47619224;-78,00092193;13;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;28/02/2022;ENCONTRADO;04/03/2022
PASTAZA;-1,47619224;-78,00092193;10;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;28/02/2022;ENCONTRADO;04/03/2022
PICHINCHA;-0,118671571;-78,49418163;31;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;04/03/2022;ENCONTRADO;05/03/2022
PICHINCHA;-0,174982849;-78,48511484;7;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;25/02/2022;ENCONTRADO;02/03/2022
LOJA;-4,0059411;-79,2033336;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;04/02/2022;ENCONTRADO;02/03/2022
BOLIVAR;-1,807963276;-79,10218482;18;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;11/02/2022;ENCONTRADO;05/03/2022
LOS RIOS;-1,0060545;-79,44098125;73;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;12/02/2022;ENCONTRADO;05/03/2022
AZUAY;-2,904676481;-78,79098128;13;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;03/03/2022;ENCONTRADO;05/03/2022
ESMERALDAS;0,888628502;-79,63231796;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;16/02/2022;ENCONTRADO;21/02/2022
PICHINCHA;-0,32275159;-78,46076316;13;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;03/03/2022;ENCONTRADO;05/03/2022
AZUAY;-2,76666675;-79,39832383;2;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;01/03/2022;ENCONTRADO;06/03/2022
SANTO DOMINGO DE LOS TSACHILAS;-0,288487519;-79,19545878;13;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;15/07/2022;ENCONTRADO;22/07/2022
GUAYAS;-2,6689787;-79,6221368;32;MUJER;SIN_DATO;SIN_DATO;22/06/2022;DESAPARECIDO;SIN_DATO
MANABI;-0,9190356;-80,44949055;31;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;17/07/2022;ENCONTRADO;20/07/2022
GUAYAS;-2,142722;-79,5979162;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;26/02/2022;ENCONTRADO;06/03/2022
LOS RIOS;-1,626561368;-79,66093413;7;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;15/02/2022;ENCONTRADO;15/02/2022
IMBABURA;0,365979567;-78,13545227;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;25/07/2022;ENCONTRADO;27/07/2022
LOS RIOS;-1,793187706;-79,53088758;20;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;24/02/2022;ENCONTRADO;27/02/2022
GUAYAS;-2,1971317;-79,9136907;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;04/03/2022;ENCONTRADO;20/04/2022
MORONA SANTIAGO;-2,997559018;-78,23200688;43;HOMBRE;FALLECIDO;ACCIDENTAL;26/02/2022;FALLECIDO;07/03/2022
LOS RIOS;-1,352129814;-79,32971513;12;MUJER;PROBLEMAS FAMILIARES;MALTRATO FISICO;05/02/2022;ENCONTRADO;01/03/2022
PICHINCHA;-0,2590975;-78,5575676;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;04/03/2022;ENCONTRADO;06/03/2022
PICHINCHA;0,044299707;-78,14236512;26;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;15/07/2022;ENCONTRADO;01/08/2022
LOJA;-3,909644134;-79,19330535;39;HOMBRE;SIN_DATO;SIN_DATO;03/03/2022;DESAPARECIDO;SIN_DATO
LOS RIOS;-1,446307897;-79,4603181;21;MUJER;PROBLEMAS FAMILIARES;MALTRATO FISICO;12/02/2022;ENCONTRADO;22/02/2022
PICHINCHA;-0,1022973;-78,4632092;56;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;05/03/2022;ENCONTRADO;06/03/2022
CHIMBORAZO;-1,688802158;-78,64411113;46;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;25/07/2022;ENCONTRADO;27/07/2022
GUAYAS;-2,050093771;-79,94418838;38;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;29/08/2022;ENCONTRADO;30/08/2022
PICHINCHA;-0,269054192;-78,55824311;16;MUJER;PROBLEMAS FAMILIARES;MALTRATO SEXUAL;04/03/2022;ENCONTRADO;06/03/2022
SANTO DOMINGO DE LOS TSACHILAS;-0,2567827;-79,2181753;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;01/03/2022;ENCONTRADO;03/03/2022
PICHINCHA;-0,0558364;-78,4170804;12;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;03/03/2022;ENCONTRADO;07/03/2022
SANTO DOMINGO DE LOS TSACHILAS;-0,181188281;-79,02431488;16;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;02/03/2022;ENCONTRADO;06/03/2022
PICHINCHA;-0,2257093;-78,5050269;46;MUJER;PROBLEMAS SOCIALES;ALCOHOLISMO;19/02/2022;ENCONTRADO;07/03/2022
PICHINCHA;-0,0839886;-78,5087676;39;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;24/02/2022;ENCONTRADO;07/03/2022
PICHINCHA;-0,279511;-78,553138;16;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;06/03/2022;ENCONTRADO;09/03/2022
GUAYAS;-2,2840098;-79,8847104;34;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;04/03/2022;ENCONTRADO;05/03/2022
GUAYAS;-2,2840098;-79,8847104;15;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;04/03/2022;ENCONTRADO;07/03/2022
GUAYAS;-2,1779318;-79,8104913;16;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;04/03/2022;ENCONTRADO;04/03/2022
ESMERALDAS;0,921902519;-79,6669603;15;MUJER;PROBLEMAS ACADÉMICOS;BAJO RENDIMIENTO;02/03/2022;ENCONTRADO;07/03/2022
MORONA SANTIAGO;-2,3074378;-78,1202307;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;05/03/2022;ENCONTRADO;07/03/2022
BOLIVAR;-1,429919557;-79,27798748;19;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;02/03/2022;ENCONTRADO;07/03/2022
SANTA ELENA;-2,2268901;-80,8593845;25;HOMBRE;PROBLEMAS SOCIALES;DROGADICCION;16/02/2022;ENCONTRADO;07/03/2022
EL ORO;-3,311975974;-79,95698034;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;04/03/2022;ENCONTRADO;07/03/2022
GUAYAS;-2,243243491;-79,9188747;39;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;26/02/2022;ENCONTRADO;08/03/2022
AZUAY;-2,895529837;-79,02889948;27;MUJER;PROBLEMAS FAMILIARES;MALTRATO FISICO;06/03/2022;ENCONTRADO;09/03/2022
GUAYAS;-2,155993;-79,9215725;19;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;18/02/2022;ENCONTRADO;02/03/2022
LOS RIOS;-1,1159269;-79,436447;12;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;02/03/2022;ENCONTRADO;03/03/2022
LOJA;-3,9997868;-79,2063588;23;HOMBRE;PROBLEMAS SOCIALES;DROGADICCION;16/02/2022;ENCONTRADO;05/03/2022
PICHINCHA;-0,2575728;-78,5164078;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;29/01/2022;ENCONTRADO;07/03/2022
LOJA;-3,942185;-79,227798;32;HOMBRE;PROBLEMAS SOCIALES;ALCOHOLISMO;05/03/2022;ENCONTRADO;06/03/2022
GUAYAS;-2,149217;-79,9399569;23;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;18/02/2022;ENCONTRADO;08/03/2022
GUAYAS;-2,1350375;-79,5786053;14;MUJER;PROBLEMAS FAMILIARES;MALTRATO PSICOLOGICO;02/03/2022;ENCONTRADO;04/03/2022
MANABI;-1,474955006;-80,49392457;61;MUJER;SIN_DATO;SIN_DATO;08/02/2022;DESAPARECIDO;SIN_DATO
BOLIVAR;-1,477991266;-78,95772581;12;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;01/03/2022;ENCONTRADO;08/03/2022
GUAYAS;-2,1894128;-79,8890662;13;HOMBRE;PERDIDO;NINOS NINAS PERDIDOS;02/03/2022;ENCONTRADO;08/03/2022
GUAYAS;-2,148191632;-79,88400357;21;HOMBRE;PROBLEMAS SOCIALES;DROGADICCION;12/01/2022;ENCONTRADO;08/03/2022
PICHINCHA;-0,2582058;-78,5413226;38;HOMBRE;PROBLEMAS SOCIALES;DELINCUENCIA;06/04/2022;ENCONTRADO;07/04/2022
CHIMBORAZO;-1,6698276;-78,6385053;18;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;06/03/2022;ENCONTRADO;07/03/2022
GUAYAS;-2,708304871;-80,24968412;58;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;22/02/2022;ENCONTRADO;08/03/2022
CHIMBORAZO;-1,686331624;-78,63785838;17;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;26/02/2022;ENCONTRADO;16/03/2022
TUNGURAHUA;-1,281033755;-78,65660206;31;HOMBRE;PROBLEMAS SOCIALES;ALCOHOLISMO;01/02/2022;ENCONTRADO;08/03/2022
GUAYAS;-2,096621;-79,9615276;17;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;27/02/2022;ENCONTRADO;08/03/2022
GUAYAS;-2,1035171;-79,9559316;30;HOMBRE;EXTRAVIADA;HOSPITALIZADO;04/03/2022;ENCONTRADO;07/03/2022
GUAYAS;-1,684625;-79,988399;64;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;18/02/2022;ENCONTRADO;05/03/2022
AZUAY;-2,901146493;-78,99990021;56;HOMBRE;PROBLEMAS SOCIALES;ALCOHOLISMO;02/03/2022;ENCONTRADO;08/03/2022
GUAYAS;-2,1346815;-79,8842826;45;HOMBRE;PROBLEMA ECÓNOMICOS;DEUDAS;12/02/2022;ENCONTRADO;08/03/2022
TUNGURAHUA;-1,3075411;-78,6384552;13;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;07/03/2022;ENCONTRADO;09/03/2022
EL ORO;-3,476133132;-80,22457507;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;06/03/2022;ENCONTRADO;08/03/2022
AZUAY;-2,965155801;-79,52281952;44;HOMBRE;FALLECIDO;ACCIDENTAL;25/02/2022;FALLECIDO;08/03/2022
GUAYAS;-2,617283;-80,4005171;17;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;07/02/2022;ENCONTRADO;08/03/2022
LOS RIOS;-1,0066768;-79,4717947;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;11/02/2022;ENCONTRADO;03/03/2022
ESMERALDAS;0,875911347;-79,65129869;38;HOMBRE;PROBLEMA ECÓNOMICOS;DEUDAS;14/02/2022;ENCONTRADO;08/03/2022
ESMERALDAS;0,979859;-79,6554463;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;25/02/2022;ENCONTRADO;05/03/2022
COTOPAXI;-0,966160998;-78,61154437;19;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;25/02/2022;ENCONTRADO;08/03/2022
EL ORO;-3,284599504;-79,92807857;45;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;05/03/2022;ENCONTRADO;08/03/2022
GUAYAS;-2,2277542;-79,9395439;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;08/07/2022;ENCONTRADO;15/07/2022
PICHINCHA;-0,3301626;-78,4510729;66;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;15/07/2022;ENCONTRADO;29/08/2022
PICHINCHA;-0,3439304;-78,5555653;17;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;06/08/2022;ENCONTRADO;25/08/2022
GUAYAS;-2,1230574;-79,9674114;35;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;12/09/2022;ENCONTRADO;13/09/2022
PICHINCHA;-0,2686367;-78,5400834;17;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;07/03/2022;ENCONTRADO;08/03/2022
GUAYAS;-2,2840098;-79,8847104;30;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;RETARDOS MENTALES;13/07/2022;ENCONTRADO;27/07/2022
EL ORO;-3,2581112;-79,9553924;16;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;04/03/2022;ENCONTRADO;09/03/2022
MANABI;-1,076787025;-80,45316046;13;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;25/07/2022;ENCONTRADO;28/07/2022
GUAYAS;-2,2048951;-79,9270722;78;HOMBRE;DISCAPACIDADES Y ENFERMEDADES;ALZHEIMER;27/08/2022;ENCONTRADO;30/08/2022
PICHINCHA;-0,2587975;-78,5205143;12;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;26/08/2022;ENCONTRADO;27/08/2022
AZUAY;-2,9009917;-79,0134542;82;MUJER;DISCAPACIDADES Y ENFERMEDADES;ALZHEIMER;26/08/2022;ENCONTRADO;30/08/2022
PICHINCHA;-0,1298083;-78,49454198;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;08/03/2022;ENCONTRADO;08/03/2022
GUAYAS;-2,1431673;-79,8794521;18;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;16/02/2022;ENCONTRADO;09/03/2022
PASTAZA;-1,484821819;-78,00786619;14;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;19/08/2022;ENCONTRADO;30/08/2022
CHIMBORAZO;-1,699460361;-78,64372174;16;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;26/08/2022;ENCONTRADO;30/08/2022
GUAYAS;-2,2758147;-79,887782;36;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;25/08/2022;ENCONTRADO;28/08/2022
ESMERALDAS;0,330703254;-79,47054367;28;HOMBRE;FALLECIDO;HOMICIDIO ASESINATO;14/08/2022;FALLECIDO;19/08/2022
PICHINCHA;-0,3154995;-78,5504691;16;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;04/03/2022;ENCONTRADO;08/03/2022
MANABI;-0,9779478;-80,7078094;13;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;19/07/2022;ENCONTRADO;27/07/2022
LOS RIOS;-0,949237913;-79,35606155;17;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;19/02/2022;ENCONTRADO;09/03/2022
PICHINCHA;-0,239062425;-78,53131183;17;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;04/03/2022;ENCONTRADO;07/03/2022
GUAYAS;-2,082916627;-79,92960319;84;HOMBRE;SIN_DATO;SIN_DATO;05/03/2022;DESAPARECIDO;SIN_DATO
CHIMBORAZO;-1,640673;-78,6727083;18;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;25/02/2022;ENCONTRADO;09/03/2022
TUNGURAHUA;-1,3274599;-78,5273951;18;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;06/03/2022;ENCONTRADO;09/03/2022
GUAYAS;-2,1894128;-79,8890662;73;MUJER;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;01/03/2022;ENCONTRADO;09/03/2022
TUNGURAHUA;-1,17442;-78,5436152;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;01/03/2022;ENCONTRADO;04/03/2022
LOS RIOS;-1,0066768;-79,4717947;17;MUJER;PROBLEMAS ACADÉMICOS;BAJO RENDIMIENTO;08/03/2022;ENCONTRADO;09/03/2022
MORONA SANTIAGO;-2,4566285;-78,1678439;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;27/02/2022;ENCONTRADO;09/03/2022
CARCHI;0,603553889;-77,81552652;17;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;03/03/2022;ENCONTRADO;09/03/2022
CARCHI;0,799242567;-77,74170061;78;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;27/02/2022;ENCONTRADO;09/03/2022
GUAYAS;-2,0844835;-79,9309719;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;07/03/2022;ENCONTRADO;09/03/2022
LOS RIOS;-1,029537128;-79,47061372;22;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;05/03/2022;ENCONTRADO;09/03/2022
GUAYAS;-2,1102973;-79,99005;20;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;23/02/2022;ENCONTRADO;09/03/2022
AZUAY;-2,9528427;-79,0694536;14;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;07/03/2022;ENCONTRADO;09/03/2022
ZAMORA CHINCHIPE;-4,369265447;-78,65684663;15;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;05/01/2022;ENCONTRADO;04/03/2022
EL ORO;-3,278963926;-79,95741071;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;08/03/2022;ENCONTRADO;09/03/2022
AZUAY;-2,9050465;-79,1774268;14;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;15/01/2022;ENCONTRADO;09/03/2022
AZUAY;-2,9147032;-78,9884958;21;MUJER;DISCAPACIDADES Y ENFERMEDADES;OTRAS ENFERMEDADES MENTALES;09/03/2022;ENCONTRADO;10/03/2022
GUAYAS;-2,243477305;-79,88688199;29;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;07/03/2022;ENCONTRADO;16/03/2022
PICHINCHA;-0,270516721;-78,54412645;27;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;14/02/2022;ENCONTRADO;09/03/2022
MORONA SANTIAGO;-2,4566285;-78,1678439;13;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;08/03/2022;ENCONTRADO;11/03/2022
LOS RIOS;-1,801926;-79,5346459;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;07/03/2022;ENCONTRADO;08/03/2022
SANTO DOMINGO DE LOS TSACHILAS;-0,2594806;-79,1687976;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;05/03/2022;ENCONTRADO;06/03/2022
PICHINCHA;-0,4679264;-78,5845374;16;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;13/02/2022;ENCONTRADO;10/03/2022
PICHINCHA;-0,2575728;-78,5164078;13;MUJER;PROBLEMAS FAMILIARES;MALTRATO FISICO;08/03/2022;ENCONTRADO;10/03/2022
GUAYAS;-2,195896338;-79,89590494;16;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;21/02/2022;ENCONTRADO;11/03/2022
CHIMBORAZO;-1,6757114;-78,6522365;17;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;07/03/2022;ENCONTRADO;10/03/2022
TUNGURAHUA;-1,246640882;-78,62176175;18;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;08/03/2022;ENCONTRADO;10/03/2022
LOJA;-4,009043105;-79,21736391;17;HOMBRE;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;24/07/2022;ENCONTRADO;27/07/2022
PICHINCHA;-0,182867894;-78,50412192;38;HOMBRE;PROBLEMAS SOCIALES;ALCOHOLISMO;19/11/2022;ENCONTRADO;20/11/2022
CARCHI;0,409628492;-77,91367874;15;MUJER;PROBLEMAS FAMILIARES;MALTRATO PSICOLOGICO;03/03/2022;ENCONTRADO;10/03/2022
PICHINCHA;-0,26021;-78,5163894;17;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;26/01/2022;ENCONTRADO;09/03/2022
PICHINCHA;0,0425351;-78,1458804;22;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;20/02/2022;ENCONTRADO;22/03/2022
PICHINCHA;0,0425351;-78,1458804;17;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;20/02/2022;ENCONTRADO;22/03/2022
MORONA SANTIAGO;-2,340187975;-77,45932102;16;HOMBRE;PROBLEMAS PSICOLÓGICOS;PROBLEMAS DE CONDUCTA;22/07/2022;ENCONTRADO;27/07/2022
GUAYAS;-2,07274802;-79,93406141;40;HOMBRE;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;07/03/2022;ENCONTRADO;09/03/2022
MANABI;-0,956323581;-80,73498678;31;HOMBRE;PROBLEMA ECÓNOMICOS;DEUDAS;22/02/2022;ENCONTRADO;10/03/2022
SANTO DOMINGO DE LOS TSACHILAS;-0,2127289;-79,1369546;17;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;03/03/2022;ENCONTRADO;06/03/2022
PASTAZA;-1,719102359;-77,84585953;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;03/03/2022;ENCONTRADO;09/03/2022
GUAYAS;-2,31073778;-79,7336998;31;HOMBRE;FALLECIDO;ACCIDENTAL;17/02/2022;FALLECIDO;04/03/2022
GUAYAS;-1,892172184;-79,55350935;15;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;05/03/2022;ENCONTRADO;09/03/2022
PICHINCHA;-0,27744065;-78,48225108;28;HOMBRE;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;09/03/2022;ENCONTRADO;10/03/2022
GUAYAS;-2,1918265;-79,9406379;29;HOMBRE;PROBLEMAS SOCIALES;DROGADICCION;05/03/2022;ENCONTRADO;10/03/2022
MANABI;-0,4637769;-80,4535121;14;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;03/03/2022;ENCONTRADO;08/03/2022
ESMERALDAS;0,319976718;-79,42903444;15;MUJER;PROBLEMAS ACADÉMICOS;BAJO RENDIMIENTO;22/02/2022;ENCONTRADO;03/03/2022
EL ORO;-3,297934644;-79,8800382;13;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;08/04/2022;ENCONTRADO;09/04/2022
MANABI;-1,7873743;-80,4771472;13;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;06/03/2022;ENCONTRADO;10/03/2022
PICHINCHA;-0,1770454;-78,4923591;42;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;07/04/2022;ENCONTRADO;09/04/2022
GUAYAS;-2,1702858;-79,8336862;14;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;09/01/2022;ENCONTRADO;11/03/2022
IMBABURA;0,300029;-78,241475;15;HOMBRE;PROBLEMAS PSICOLÓGICOS;PROBLEMAS DE CONDUCTA;08/03/2022;ENCONTRADO;09/03/2022
EL ORO;-3,242973522;-79,94851068;14;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;06/03/2022;ENCONTRADO;11/03/2022
PICHINCHA;-0,083950993;-78,50871283;17;MUJER;PROBLEMAS FAMILIARES;MALTRATO FISICO;08/03/2022;ENCONTRADO;11/03/2022
EL ORO;-3,560658774;-80,06058284;17;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;02/03/2022;ENCONTRADO;11/03/2022
TUNGURAHUA;-1,2875698;-78,662567;15;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;05/03/2022;ENCONTRADO;09/03/2022
MANABI;-0,9882783;-80,6941959;17;MUJER;PROBLEMAS SOCIALES;INFLUENCIA DE AMISTADES;01/03/2022;ENCONTRADO;10/03/2022
IMBABURA;0,34282055;-78,1468038;7;HOMBRE;PERDIDO;NINOS NINAS PERDIDOS;29/08/2022;ENCONTRADO;29/08/2022
PICHINCHA;0,08486973;-79,05275697;23;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;17/02/2022;ENCONTRADO;26/02/2022
PICHINCHA;-0,2812257;-78,5344957;13;MUJER;PROBLEMAS FAMILIARES;FAMILIA DISFUNSIONAL;09/03/2022;ENCONTRADO;10/03/2022
SANTO DOMINGO DE LOS TSACHILAS;-0,2792465;-79,1915178;17;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;04/03/2022;ENCONTRADO;10/03/2022
PICHINCHA;-0,232233197;-78,45937173;17;MUJER;PROBLEMAS FAMILIARES;PROBLEMAS SENTIMENTALES;21/02/2022;ENCONTRADO;11/03/2022
